##NAMES=Goethite
##RRUFFID=R120086
##IDEAL CHEMISTRY=FeO(OH)
##LOCALITY=Alexander mine, Vrancice, Příbram, Central Bohemia Region, Bohemia, Czech Republic
##OWNER=RRUFF
##SOURCE=Michael Scott
##DESCRIPTION=Elongated black crystals, associated with R070363, čechite
##STATUS=The identification of this mineral has been confirmed only by single crystal X-ray diffraction
##URL=https://www.rruff.net/odr/rruff_sample/R120086
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##CELL PARAMETERS=a: 4.6012 b: 9.961 c: 3.0218 alpha: 90 beta: 90 gamma: 90 volume: 138.49 crystal system: orthorhombic
##FILETYPE=RAW Powder Diffraction Profile

19.770, 0.000
19.780, 0.000
19.790, 0.000
19.800, 0.000
19.810, 0.000
19.820, 0.000
19.830, 0.000
19.840, 0.000
19.850, 0.000
19.860, 0.000
19.870, 0.000
19.880, 0.000
19.890, 0.000
19.900, 0.000
19.910, 0.000
19.920, 0.000
19.930, 0.000
19.940, 0.000
19.950, 0.000
19.960, 0.000
19.970, 0.000
19.980, 0.000
19.990, 0.000
20.000, 0.000
20.010, 0.000
20.020, 0.000
20.030, 0.000
20.040, 0.000
20.050, 0.000
20.060, 0.000
20.070, 0.000
20.080, 0.000
20.090, 0.000
20.100, 0.000
20.110, 0.000
20.120, 0.000
20.130, 0.000
20.140, 0.000
20.150, 0.000
20.160, 0.000
20.170, 0.000
20.180, 0.000
20.190, 0.000
20.200, 0.000
20.210, 0.000
20.220, 0.000
20.230, 0.000
20.240, 0.000
20.250, 0.000
20.260, 0.000
20.270, 0.000
20.280, 0.000
20.290, 0.000
20.300, 0.000
20.310, 0.000
20.320, 0.000
20.330, 0.000
20.340, 0.000
20.350, 0.000
20.360, 0.000
20.370, 0.000
20.380, 0.000
20.390, 0.000
20.400, 0.000
20.410, 0.000
20.420, 0.000
20.430, 0.000
20.440, 0.000
20.450, 0.000
20.460, 0.000
20.470, 0.000
20.480, 0.000
20.490, 0.000
20.500, 0.000
20.510, 0.000
20.520, 0.000
20.530, 0.000
20.540, 0.000
20.550, 0.000
20.560, 0.000
20.570, 0.000
20.580, 0.000
20.590, 0.000
20.600, 0.000
20.610, 0.000
20.620, 0.000
20.630, 0.000
20.640, 0.000
20.650, 0.000
20.660, 0.000
20.670, 0.000
20.680, 0.000
20.690, 0.000
20.700, 0.000
20.710, 0.000
20.720, 0.000
20.730, 0.000
20.740, 0.000
20.750, 0.000
20.760, 0.000
20.770, 0.000
20.780, 0.000
20.790, 0.000
20.800, 0.000
20.810, 0.000
20.820, 0.000
20.830, 0.000
20.840, 0.000
20.850, 0.000
20.860, 0.000
20.870, 0.000
20.880, 0.000
20.890, 0.000
20.900, 0.000
20.910, 0.000
20.920, 0.000
20.930, 0.000
20.940, 0.000
20.950, 0.000
20.960, 0.000
20.970, 0.000
20.980, 0.000
20.990, 0.000
21.000, 0.000
21.010, 0.000
21.020, 0.000
21.030, 0.000
21.040, 0.000
21.050, 0.000
21.060, 0.000
21.070, 0.000
21.080, 0.000
21.090, 0.000
21.100, 0.000
21.110, 0.000
21.120, 0.002
21.130, 0.010
21.140, 0.043
21.150, 0.158
21.160, 0.511
21.170, 1.472
21.180, 3.756
21.190, 8.497
21.200, 17.050
21.210, 30.367
21.220, 48.055
21.230, 67.716
21.240, 85.306
21.250, 96.755
21.260, 100.000
21.270, 95.938
21.280, 87.500
21.290, 77.585
21.300, 67.528
21.310, 57.160
21.320, 46.020
21.330, 34.407
21.340, 23.448
21.350, 14.390
21.360, 7.896
21.370, 3.858
21.380, 1.675
21.390, 0.645
21.400, 0.221
21.410, 0.067
21.420, 0.018
21.430, 0.004
21.440, 0.001
21.450, 0.000
21.460, 0.000
21.470, 0.000
21.480, 0.000
21.490, 0.000
21.500, 0.000
21.510, 0.000
21.520, 0.000
21.530, 0.000
21.540, 0.000
21.550, 0.000
21.560, 0.000
21.570, 0.000
21.580, 0.000
21.590, 0.000
21.600, 0.000
21.610, 0.000
21.620, 0.000
21.630, 0.000
21.640, 0.000
21.650, 0.000
21.660, 0.000
21.670, 0.000
21.680, 0.000
21.690, 0.000
21.700, 0.000
21.710, 0.000
21.720, 0.000
21.730, 0.000
21.740, 0.000
21.750, 0.000
21.760, 0.000
21.770, 0.000
21.780, 0.000
21.790, 0.000
21.800, 0.000
21.810, 0.000
21.820, 0.000
21.830, 0.000
21.840, 0.000
21.850, 0.000
21.860, 0.000
21.870, 0.000
21.880, 0.000
21.890, 0.000
21.900, 0.000
21.910, 0.000
21.920, 0.000
21.930, 0.000
21.940, 0.000
21.950, 0.000
21.960, 0.000
21.970, 0.000
21.980, 0.000
21.990, 0.000
22.000, 0.000
22.010, 0.000
22.020, 0.000
22.030, 0.000
22.040, 0.000
22.050, 0.000
22.060, 0.000
22.070, 0.000
22.080, 0.000
22.090, 0.000
22.100, 0.000
22.110, 0.000
22.120, 0.000
22.130, 0.000
22.140, 0.000
22.150, 0.000
22.160, 0.000
22.170, 0.000
22.180, 0.000
22.190, 0.000
22.200, 0.000
22.210, 0.000
22.220, 0.000
22.230, 0.000
22.240, 0.000
22.250, 0.000
22.260, 0.000
22.270, 0.000
22.280, 0.000
22.290, 0.000
22.300, 0.000
22.310, 0.000
22.320, 0.000
22.330, 0.000
22.340, 0.000
22.350, 0.000
22.360, 0.000
22.370, 0.000
22.380, 0.000
22.390, 0.000
22.400, 0.000
22.410, 0.000
22.420, 0.000
22.430, 0.000
22.440, 0.000
22.450, 0.000
22.460, 0.000
22.470, 0.000
22.480, 0.000
22.490, 0.000
22.500, 0.000
22.510, 0.000
22.520, 0.000
22.530, 0.000
22.540, 0.000
22.550, 0.000
22.560, 0.000
22.570, 0.000
22.580, 0.000
22.590, 0.000
22.600, 0.000
22.610, 0.000
22.620, 0.000
22.630, 0.000
22.640, 0.000
22.650, 0.000
22.660, 0.000
22.670, 0.000
22.680, 0.000
22.690, 0.000
22.700, 0.000
22.710, 0.000
22.720, 0.000
22.730, 0.000
22.740, 0.000
22.750, 0.000
22.760, 0.000
22.770, 0.000
22.780, 0.000
22.790, 0.000
22.800, 0.000
22.810, 0.000
22.820, 0.000
22.830, 0.000
22.840, 0.000
22.850, 0.000
22.860, 0.000
22.870, 0.000
22.880, 0.000
22.890, 0.000
22.900, 0.000
22.910, 0.000
22.920, 0.000
22.930, 0.000
22.940, 0.000
22.950, 0.000
22.960, 0.000
22.970, 0.000
22.980, 0.000
22.990, 0.000
23.000, 0.000
23.010, 0.000
23.020, 0.000
23.030, 0.000
23.040, 0.000
23.050, 0.000
23.060, 0.000
23.070, 0.000
23.080, 0.000
23.090, 0.000
23.100, 0.000
23.110, 0.000
23.120, 0.000
23.130, 0.000
23.140, 0.000
23.150, 0.000
23.160, 0.000
23.170, 0.000
23.180, 0.000
23.190, 0.000
23.200, 0.000
23.210, 0.000
23.220, 0.000
23.230, 0.000
23.240, 0.000
23.250, 0.000
23.260, 0.000
23.270, 0.000
23.280, 0.000
23.290, 0.000
23.300, 0.000
23.310, 0.000
23.320, 0.000
23.330, 0.000
23.340, 0.000
23.350, 0.000
23.360, 0.000
23.370, 0.000
23.380, 0.000
23.390, 0.000
23.400, 0.000
23.410, 0.000
23.420, 0.000
23.430, 0.000
23.440, 0.000
23.450, 0.000
23.460, 0.000
23.470, 0.000
23.480, 0.000
23.490, 0.000
23.500, 0.000
23.510, 0.000
23.520, 0.000
23.530, 0.000
23.540, 0.000
23.550, 0.000
23.560, 0.000
23.570, 0.000
23.580, 0.000
23.590, 0.000
23.600, 0.000
23.610, 0.000
23.620, 0.000
23.630, 0.000
23.640, 0.000
23.650, 0.000
23.660, 0.000
23.670, 0.000
23.680, 0.000
23.690, 0.000
23.700, 0.000
23.710, 0.000
23.720, 0.000
23.730, 0.000
23.740, 0.000
23.750, 0.000
23.760, 0.000
23.770, 0.000
23.780, 0.000
23.790, 0.000
23.800, 0.000
23.810, 0.000
23.820, 0.000
23.830, 0.000
23.840, 0.000
23.850, 0.000
23.860, 0.000
23.870, 0.000
23.880, 0.000
23.890, 0.000
23.900, 0.000
23.910, 0.000
23.920, 0.000
23.930, 0.000
23.940, 0.000
23.950, 0.000
23.960, 0.000
23.970, 0.000
23.980, 0.000
23.990, 0.000
24.000, 0.000
24.010, 0.000
24.020, 0.000
24.030, 0.000
24.040, 0.000
24.050, 0.000
24.060, 0.000
24.070, 0.000
24.080, 0.000
24.090, 0.000
24.100, 0.000
24.110, 0.000
24.120, 0.000
24.130, 0.000
24.140, 0.000
24.150, 0.000
24.160, 0.000
24.170, 0.000
24.180, 0.000
24.190, 0.000
24.200, 0.000
24.210, 0.000
24.220, 0.000
24.230, 0.000
24.240, 0.000
24.250, 0.000
24.260, 0.000
24.270, 0.000
24.280, 0.000
24.290, 0.000
24.300, 0.000
24.310, 0.000
24.320, 0.000
24.330, 0.000
24.340, 0.000
24.350, 0.000
24.360, 0.000
24.370, 0.000
24.380, 0.000
24.390, 0.000
24.400, 0.000
24.410, 0.000
24.420, 0.000
24.430, 0.000
24.440, 0.000
24.450, 0.000
24.460, 0.000
24.470, 0.000
24.480, 0.000
24.490, 0.000
24.500, 0.000
24.510, 0.000
24.520, 0.000
24.530, 0.000
24.540, 0.000
24.550, 0.000
24.560, 0.000
24.570, 0.000
24.580, 0.000
24.590, 0.000
24.600, 0.000
24.610, 0.000
24.620, 0.000
24.630, 0.000
24.640, 0.000
24.650, 0.000
24.660, 0.000
24.670, 0.000
24.680, 0.000
24.690, 0.000
24.700, 0.000
24.710, 0.000
24.720, 0.000
24.730, 0.000
24.740, 0.000
24.750, 0.000
24.760, 0.000
24.770, 0.000
24.780, 0.000
24.790, 0.000
24.800, 0.000
24.810, 0.000
24.820, 0.000
24.830, 0.000
24.840, 0.000
24.850, 0.000
24.860, 0.000
24.870, 0.000
24.880, 0.000
24.890, 0.000
24.900, 0.000
24.910, 0.000
24.920, 0.000
24.930, 0.000
24.940, 0.000
24.950, 0.000
24.960, 0.000
24.970, 0.000
24.980, 0.000
24.990, 0.000
25.000, 0.000
25.010, 0.000
25.020, 0.000
25.030, 0.000
25.040, 0.000
25.050, 0.000
25.060, 0.000
25.070, 0.000
25.080, 0.000
25.090, 0.000
25.100, 0.000
25.110, 0.000
25.120, 0.000
25.130, 0.000
25.140, 0.000
25.150, 0.000
25.160, 0.000
25.170, 0.000
25.180, 0.000
25.190, 0.000
25.200, 0.000
25.210, 0.000
25.220, 0.000
25.230, 0.000
25.240, 0.000
25.250, 0.000
25.260, 0.000
25.270, 0.000
25.280, 0.000
25.290, 0.000
25.300, 0.000
25.310, 0.000
25.320, 0.000
25.330, 0.000
25.340, 0.000
25.350, 0.000
25.360, 0.000
25.370, 0.000
25.380, 0.000
25.390, 0.000
25.400, 0.000
25.410, 0.000
25.420, 0.000
25.430, 0.000
25.440, 0.000
25.450, 0.000
25.460, 0.000
25.470, 0.000
25.480, 0.000
25.490, 0.000
25.500, 0.000
25.510, 0.000
25.520, 0.000
25.530, 0.000
25.540, 0.000
25.550, 0.000
25.560, 0.000
25.570, 0.000
25.580, 0.000
25.590, 0.000
25.600, 0.000
25.610, 0.000
25.620, 0.000
25.630, 0.000
25.640, 0.000
25.650, 0.000
25.660, 0.000
25.670, 0.000
25.680, 0.000
25.690, 0.000
25.700, 0.000
25.710, 0.000
25.720, 0.000
25.730, 0.000
25.740, 0.000
25.750, 0.000
25.760, 0.000
25.770, 0.000
25.780, 0.000
25.790, 0.000
25.800, 0.000
25.810, 0.000
25.820, 0.000
25.830, 0.000
25.840, 0.000
25.850, 0.000
25.860, 0.000
25.870, 0.000
25.880, 0.000
25.890, 0.000
25.900, 0.000
25.910, 0.000
25.920, 0.000
25.930, 0.000
25.940, 0.000
25.950, 0.000
25.960, 0.000
25.970, 0.000
25.980, 0.000
25.990, 0.000
26.000, 0.000
26.010, 0.000
26.020, 0.000
26.030, 0.000
26.040, 0.000
26.050, 0.000
26.060, 0.000
26.070, 0.000
26.080, 0.000
26.090, 0.000
26.100, 0.000
26.110, 0.000
26.120, 0.000
26.130, 0.000
26.140, 0.000
26.150, 0.000
26.160, 0.000
26.170, 0.000
26.180, 0.000
26.190, 0.000
26.200, 0.000
26.210, 0.000
26.220, 0.001
26.230, 0.003
26.240, 0.013
26.250, 0.040
26.260, 0.116
26.270, 0.298
26.280, 0.684
26.290, 1.401
26.300, 2.561
26.310, 4.184
26.320, 6.110
26.330, 7.991
26.340, 9.386
26.350, 9.966
26.360, 9.686
26.370, 8.816
26.380, 7.778
26.390, 6.908
26.400, 6.297
26.410, 5.804
26.420, 5.214
26.430, 4.405
26.440, 3.415
26.450, 2.396
26.460, 1.511
26.470, 0.854
26.480, 0.431
26.490, 0.195
26.500, 0.078
26.510, 0.028
26.520, 0.009
26.530, 0.003
26.540, 0.001
26.550, 0.000
26.560, 0.000
26.570, 0.000
26.580, 0.000
26.590, 0.000
26.600, 0.000
26.610, 0.000
26.620, 0.000
26.630, 0.000
26.640, 0.000
26.650, 0.000
26.660, 0.000
26.670, 0.000
26.680, 0.000
26.690, 0.000
26.700, 0.000
26.710, 0.000
26.720, 0.000
26.730, 0.000
26.740, 0.000
26.750, 0.000
26.760, 0.000
26.770, 0.000
26.780, 0.000
26.790, 0.000
26.800, 0.000
26.810, 0.000
26.820, 0.000
26.830, 0.000
26.840, 0.000
26.850, 0.000
26.860, 0.000
26.870, 0.000
26.880, 0.000
26.890, 0.000
26.900, 0.000
26.910, 0.000
26.920, 0.000
26.930, 0.000
26.940, 0.000
26.950, 0.000
26.960, 0.000
26.970, 0.000
26.980, 0.000
26.990, 0.000
27.000, 0.000
27.010, 0.000
27.020, 0.000
27.030, 0.000
27.040, 0.000
27.050, 0.000
27.060, 0.000
27.070, 0.000
27.080, 0.000
27.090, 0.000
27.100, 0.000
27.110, 0.000
27.120, 0.000
27.130, 0.000
27.140, 0.000
27.150, 0.000
27.160, 0.000
27.170, 0.000
27.180, 0.000
27.190, 0.000
27.200, 0.000
27.210, 0.000
27.220, 0.000
27.230, 0.000
27.240, 0.000
27.250, 0.000
27.260, 0.000
27.270, 0.000
27.280, 0.000
27.290, 0.000
27.300, 0.000
27.310, 0.000
27.320, 0.000
27.330, 0.000
27.340, 0.000
27.350, 0.000
27.360, 0.000
27.370, 0.000
27.380, 0.000
27.390, 0.000
27.400, 0.000
27.410, 0.000
27.420, 0.000
27.430, 0.000
27.440, 0.000
27.450, 0.000
27.460, 0.000
27.470, 0.000
27.480, 0.000
27.490, 0.000
27.500, 0.000
27.510, 0.000
27.520, 0.000
27.530, 0.000
27.540, 0.000
27.550, 0.000
27.560, 0.000
27.570, 0.000
27.580, 0.000
27.590, 0.000
27.600, 0.000
27.610, 0.000
27.620, 0.000
27.630, 0.000
27.640, 0.000
27.650, 0.000
27.660, 0.000
27.670, 0.000
27.680, 0.000
27.690, 0.000
27.700, 0.000
27.710, 0.000
27.720, 0.000
27.730, 0.000
27.740, 0.000
27.750, 0.000
27.760, 0.000
27.770, 0.000
27.780, 0.000
27.790, 0.000
27.800, 0.000
27.810, 0.000
27.820, 0.000
27.830, 0.000
27.840, 0.000
27.850, 0.000
27.860, 0.000
27.870, 0.000
27.880, 0.000
27.890, 0.000
27.900, 0.000
27.910, 0.000
27.920, 0.000
27.930, 0.000
27.940, 0.000
27.950, 0.000
27.960, 0.000
27.970, 0.000
27.980, 0.000
27.990, 0.000
28.000, 0.000
28.010, 0.000
28.020, 0.000
28.030, 0.000
28.040, 0.000
28.050, 0.000
28.060, 0.000
28.070, 0.000
28.080, 0.000
28.090, 0.000
28.100, 0.000
28.110, 0.000
28.120, 0.000
28.130, 0.000
28.140, 0.000
28.150, 0.000
28.160, 0.000
28.170, 0.000
28.180, 0.000
28.190, 0.000
28.200, 0.000
28.210, 0.000
28.220, 0.000
28.230, 0.000
28.240, 0.000
28.250, 0.000
28.260, 0.000
28.270, 0.000
28.280, 0.000
28.290, 0.000
28.300, 0.000
28.310, 0.000
28.320, 0.000
28.330, 0.000
28.340, 0.000
28.350, 0.000
28.360, 0.000
28.370, 0.000
28.380, 0.000
28.390, 0.000
28.400, 0.000
28.410, 0.000
28.420, 0.000
28.430, 0.000
28.440, 0.000
28.450, 0.000
28.460, 0.000
28.470, 0.000
28.480, 0.000
28.490, 0.000
28.500, 0.000
28.510, 0.000
28.520, 0.000
28.530, 0.000
28.540, 0.000
28.550, 0.000
28.560, 0.000
28.570, 0.000
28.580, 0.000
28.590, 0.000
28.600, 0.000
28.610, 0.000
28.620, 0.000
28.630, 0.000
28.640, 0.000
28.650, 0.000
28.660, 0.000
28.670, 0.000
28.680, 0.000
28.690, 0.000
28.700, 0.000
28.710, 0.000
28.720, 0.000
28.730, 0.000
28.740, 0.000
28.750, 0.000
28.760, 0.000
28.770, 0.000
28.780, 0.000
28.790, 0.000
28.800, 0.000
28.810, 0.000
28.820, 0.000
28.830, 0.000
28.840, 0.000
28.850, 0.000
28.860, 0.000
28.870, 0.000
28.880, 0.000
28.890, 0.000
28.900, 0.000
28.910, 0.000
28.920, 0.000
28.930, 0.000
28.940, 0.000
28.950, 0.000
28.960, 0.000
28.970, 0.000
28.980, 0.000
28.990, 0.000
29.000, 0.000
29.010, 0.000
29.020, 0.000
29.030, 0.000
29.040, 0.000
29.050, 0.000
29.060, 0.000
29.070, 0.000
29.080, 0.000
29.090, 0.000
29.100, 0.000
29.110, 0.000
29.120, 0.000
29.130, 0.000
29.140, 0.000
29.150, 0.000
29.160, 0.000
29.170, 0.000
29.180, 0.000
29.190, 0.000
29.200, 0.000
29.210, 0.000
29.220, 0.000
29.230, 0.000
29.240, 0.000
29.250, 0.000
29.260, 0.000
29.270, 0.000
29.280, 0.000
29.290, 0.000
29.300, 0.000
29.310, 0.000
29.320, 0.000
29.330, 0.000
29.340, 0.000
29.350, 0.000
29.360, 0.000
29.370, 0.000
29.380, 0.000
29.390, 0.000
29.400, 0.000
29.410, 0.000
29.420, 0.000
29.430, 0.000
29.440, 0.000
29.450, 0.000
29.460, 0.000
29.470, 0.000
29.480, 0.000
29.490, 0.000
29.500, 0.000
29.510, 0.000
29.520, 0.000
29.530, 0.000
29.540, 0.000
29.550, 0.000
29.560, 0.000
29.570, 0.000
29.580, 0.000
29.590, 0.000
29.600, 0.000
29.610, 0.000
29.620, 0.000
29.630, 0.000
29.640, 0.000
29.650, 0.000
29.660, 0.000
29.670, 0.000
29.680, 0.000
29.690, 0.000
29.700, 0.000
29.710, 0.000
29.720, 0.000
29.730, 0.000
29.740, 0.000
29.750, 0.000
29.760, 0.000
29.770, 0.000
29.780, 0.000
29.790, 0.000
29.800, 0.000
29.810, 0.000
29.820, 0.000
29.830, 0.000
29.840, 0.000
29.850, 0.000
29.860, 0.000
29.870, 0.000
29.880, 0.000
29.890, 0.000
29.900, 0.000
29.910, 0.000
29.920, 0.000
29.930, 0.000
29.940, 0.000
29.950, 0.000
29.960, 0.000
29.970, 0.000
29.980, 0.000
29.990, 0.000
30.000, 0.000
30.010, 0.000
30.020, 0.000
30.030, 0.000
30.040, 0.000
30.050, 0.000
30.060, 0.000
30.070, 0.000
30.080, 0.000
30.090, 0.000
30.100, 0.000
30.110, 0.000
30.120, 0.000
30.130, 0.000
30.140, 0.000
30.150, 0.000
30.160, 0.000
30.170, 0.000
30.180, 0.000
30.190, 0.000
30.200, 0.000
30.210, 0.000
30.220, 0.000
30.230, 0.000
30.240, 0.000
30.250, 0.000
30.260, 0.000
30.270, 0.000
30.280, 0.000
30.290, 0.000
30.300, 0.000
30.310, 0.000
30.320, 0.000
30.330, 0.000
30.340, 0.000
30.350, 0.000
30.360, 0.000
30.370, 0.000
30.380, 0.000
30.390, 0.000
30.400, 0.000
30.410, 0.000
30.420, 0.000
30.430, 0.000
30.440, 0.000
30.450, 0.000
30.460, 0.000
30.470, 0.000
30.480, 0.000
30.490, 0.000
30.500, 0.000
30.510, 0.000
30.520, 0.000
30.530, 0.000
30.540, 0.000
30.550, 0.000
30.560, 0.000
30.570, 0.000
30.580, 0.000
30.590, 0.000
30.600, 0.000
30.610, 0.000
30.620, 0.000
30.630, 0.000
30.640, 0.000
30.650, 0.000
30.660, 0.000
30.670, 0.000
30.680, 0.000
30.690, 0.000
30.700, 0.000
30.710, 0.000
30.720, 0.000
30.730, 0.000
30.740, 0.000
30.750, 0.000
30.760, 0.000
30.770, 0.000
30.780, 0.000
30.790, 0.000
30.800, 0.000
30.810, 0.000
30.820, 0.000
30.830, 0.000
30.840, 0.000
30.850, 0.000
30.860, 0.000
30.870, 0.000
30.880, 0.000
30.890, 0.000
30.900, 0.000
30.910, 0.000
30.920, 0.000
30.930, 0.000
30.940, 0.000
30.950, 0.000
30.960, 0.000
30.970, 0.000
30.980, 0.000
30.990, 0.000
31.000, 0.000
31.010, 0.000
31.020, 0.000
31.030, 0.000
31.040, 0.000
31.050, 0.000
31.060, 0.000
31.070, 0.000
31.080, 0.000
31.090, 0.000
31.100, 0.000
31.110, 0.000
31.120, 0.000
31.130, 0.000
31.140, 0.000
31.150, 0.000
31.160, 0.000
31.170, 0.000
31.180, 0.000
31.190, 0.000
31.200, 0.000
31.210, 0.000
31.220, 0.000
31.230, 0.000
31.240, 0.000
31.250, 0.000
31.260, 0.000
31.270, 0.000
31.280, 0.000
31.290, 0.000
31.300, 0.000
31.310, 0.000
31.320, 0.000
31.330, 0.000
31.340, 0.000
31.350, 0.000
31.360, 0.000
31.370, 0.000
31.380, 0.000
31.390, 0.000
31.400, 0.000
31.410, 0.000
31.420, 0.000
31.430, 0.000
31.440, 0.000
31.450, 0.000
31.460, 0.000
31.470, 0.000
31.480, 0.000
31.490, 0.000
31.500, 0.000
31.510, 0.000
31.520, 0.000
31.530, 0.000
31.540, 0.000
31.550, 0.000
31.560, 0.000
31.570, 0.000
31.580, 0.000
31.590, 0.000
31.600, 0.000
31.610, 0.000
31.620, 0.000
31.630, 0.000
31.640, 0.000
31.650, 0.000
31.660, 0.000
31.670, 0.000
31.680, 0.000
31.690, 0.000
31.700, 0.000
31.710, 0.000
31.720, 0.000
31.730, 0.000
31.740, 0.000
31.750, 0.000
31.760, 0.000
31.770, 0.000
31.780, 0.000
31.790, 0.000
31.800, 0.000
31.810, 0.000
31.820, 0.000
31.830, 0.000
31.840, 0.000
31.850, 0.000
31.860, 0.000
31.870, 0.000
31.880, 0.000
31.890, 0.000
31.900, 0.000
31.910, 0.000
31.920, 0.000
31.930, 0.000
31.940, 0.000
31.950, 0.000
31.960, 0.000
31.970, 0.000
31.980, 0.000
31.990, 0.000
32.000, 0.000
32.010, 0.000
32.020, 0.000
32.030, 0.000
32.040, 0.000
32.050, 0.000
32.060, 0.000
32.070, 0.000
32.080, 0.000
32.090, 0.000
32.100, 0.000
32.110, 0.000
32.120, 0.000
32.130, 0.000
32.140, 0.000
32.150, 0.000
32.160, 0.000
32.170, 0.000
32.180, 0.000
32.190, 0.000
32.200, 0.000
32.210, 0.000
32.220, 0.000
32.230, 0.000
32.240, 0.000
32.250, 0.000
32.260, 0.000
32.270, 0.000
32.280, 0.000
32.290, 0.000
32.300, 0.000
32.310, 0.000
32.320, 0.000
32.330, 0.000
32.340, 0.000
32.350, 0.000
32.360, 0.000
32.370, 0.000
32.380, 0.000
32.390, 0.000
32.400, 0.000
32.410, 0.000
32.420, 0.000
32.430, 0.000
32.440, 0.000
32.450, 0.000
32.460, 0.000
32.470, 0.000
32.480, 0.000
32.490, 0.000
32.500, 0.000
32.510, 0.000
32.520, 0.000
32.530, 0.000
32.540, 0.000
32.550, 0.000
32.560, 0.000
32.570, 0.000
32.580, 0.000
32.590, 0.000
32.600, 0.000
32.610, 0.000
32.620, 0.000
32.630, 0.000
32.640, 0.000
32.650, 0.000
32.660, 0.000
32.670, 0.000
32.680, 0.000
32.690, 0.000
32.700, 0.000
32.710, 0.000
32.720, 0.000
32.730, 0.000
32.740, 0.000
32.750, 0.000
32.760, 0.000
32.770, 0.000
32.780, 0.000
32.790, 0.000
32.800, 0.000
32.810, 0.000
32.820, 0.000
32.830, 0.000
32.840, 0.000
32.850, 0.000
32.860, 0.000
32.870, 0.000
32.880, 0.000
32.890, 0.000
32.900, 0.000
32.910, 0.000
32.920, 0.000
32.930, 0.000
32.940, 0.000
32.950, 0.000
32.960, 0.000
32.970, 0.000
32.980, 0.000
32.990, 0.000
33.000, 0.000
33.010, 0.000
33.020, 0.000
33.030, 0.000
33.040, 0.000
33.050, 0.000
33.060, 0.000
33.070, 0.000
33.080, 0.000
33.090, 0.000
33.100, 0.000
33.110, 0.002
33.120, 0.008
33.130, 0.027
33.140, 0.086
33.150, 0.251
33.160, 0.656
33.170, 1.545
33.180, 3.278
33.190, 6.265
33.200, 10.788
33.210, 16.735
33.220, 23.395
33.230, 29.487
33.240, 33.551
33.250, 34.564
33.260, 32.468
33.270, 28.256
33.280, 23.541
33.290, 19.831
33.300, 17.903
33.310, 17.581
33.320, 17.977
33.330, 18.008
33.340, 16.926
33.350, 14.592
33.360, 11.419
33.370, 8.076
33.380, 5.152
33.390, 2.962
33.400, 1.535
33.410, 0.716
33.420, 0.301
33.430, 0.114
33.440, 0.039
33.450, 0.012
33.460, 0.003
33.470, 0.001
33.480, 0.000
33.490, 0.000
33.500, 0.000
33.510, 0.000
33.520, 0.000
33.530, 0.000
33.540, 0.000
33.550, 0.000
33.560, 0.000
33.570, 0.000
33.580, 0.000
33.590, 0.000
33.600, 0.000
33.610, 0.000
33.620, 0.000
33.630, 0.000
33.640, 0.000
33.650, 0.000
33.660, 0.000
33.670, 0.000
33.680, 0.000
33.690, 0.000
33.700, 0.000
33.710, 0.000
33.720, 0.000
33.730, 0.000
33.740, 0.000
33.750, 0.000
33.760, 0.000
33.770, 0.000
33.780, 0.000
33.790, 0.000
33.800, 0.000
33.810, 0.000
33.820, 0.000
33.830, 0.000
33.840, 0.000
33.850, 0.000
33.860, 0.000
33.870, 0.000
33.880, 0.000
33.890, 0.000
33.900, 0.000
33.910, 0.000
33.920, 0.000
33.930, 0.000
33.940, 0.000
33.950, 0.000
33.960, 0.000
33.970, 0.000
33.980, 0.000
33.990, 0.000
34.000, 0.000
34.010, 0.000
34.020, 0.000
34.030, 0.000
34.040, 0.000
34.050, 0.000
34.060, 0.000
34.070, 0.000
34.080, 0.000
34.090, 0.000
34.100, 0.000
34.110, 0.000
34.120, 0.000
34.130, 0.000
34.140, 0.000
34.150, 0.000
34.160, 0.000
34.170, 0.000
34.180, 0.000
34.190, 0.000
34.200, 0.000
34.210, 0.000
34.220, 0.000
34.230, 0.000
34.240, 0.000
34.250, 0.000
34.260, 0.000
34.270, 0.000
34.280, 0.000
34.290, 0.000
34.300, 0.000
34.310, 0.000
34.320, 0.000
34.330, 0.000
34.340, 0.000
34.350, 0.000
34.360, 0.000
34.370, 0.000
34.380, 0.000
34.390, 0.000
34.400, 0.000
34.410, 0.000
34.420, 0.000
34.430, 0.000
34.440, 0.000
34.450, 0.000
34.460, 0.000
34.470, 0.000
34.480, 0.000
34.490, 0.000
34.500, 0.000
34.510, 0.000
34.520, 0.000
34.530, 0.000
34.540, 0.000
34.550, 0.000
34.560, 0.002
34.570, 0.007
34.580, 0.025
34.590, 0.077
34.600, 0.212
34.610, 0.529
34.620, 1.186
34.630, 2.403
34.640, 4.394
34.650, 7.248
34.660, 10.791
34.670, 14.502
34.680, 17.603
34.690, 19.323
34.700, 19.244
34.710, 17.522
34.720, 14.852
34.730, 12.163
34.740, 10.232
34.750, 9.389
34.760, 9.451
34.770, 9.879
34.780, 10.058
34.790, 9.574
34.800, 8.349
34.810, 6.611
34.820, 4.735
34.830, 3.064
34.840, 1.789
34.850, 0.943
34.860, 0.449
34.870, 0.193
34.880, 0.075
34.890, 0.026
34.900, 0.008
34.910, 0.002
34.920, 0.001
